Company Name,Category,Source,Headquarters,No of Employees,Annual Revenue (US$ m),Email,URL,Phone Number,Fax,Address,City,State,Country
TherapeuticsMD,Health,GlobalData,United States of America,241,$16,info@therapeuticsmd.com,www.therapeuticsmd.com,1 561 9611911,,"3rd Floor, 6800 Broken Sound Parkway Northwest",Boca Raton,Florida,United States of America
Theravance Biopharma,Health,GlobalData,United States of America,363,$60,,www.theravance.com,1 650 8086000,,901 Gateway Boulevard,South San Francisco,California,United States of America
Theravectys,Health,JPM,,,,,,,,,,,
Thetis Pharmaceuticals ,Health,JPM,,,,,,,,,,,
Thrombogenics,Health,JPM,,,,,,,,,,,
Thrombolytic Science International,Health,JPM,,,,,,,,,,,
Thrombotargets Europe,Health,JPM,,,,,,,,,,,
Tianjin Chase Sun Pharmaceutical,Health,GlobalData,China,"5,369",$639,,www.chasesun.cn,86 22 59623169,,"No. 20, Quanfa Road, Tianjin Wuqing Development Area",Tianjin City,Tianjin,China
Tianjin Lisheng Pharmaceutical,Health,GlobalData,China,"1,652",$227,,www.lishengpharma.com,86 22 27641760,86 22 27641760,"No. 491, Huanghe Road, Nankai District",Tianjin City,Tianjin,China
Tianjin Ringpu Bio-Technology,Health,GlobalData,China,"1,958",$155,rp@ringpu.com,www.ringpu.com,86 22 88958000,,"No. 1, Dongjiu Road",Tianjin City,Tianjin,China
Tianjin Tianyao Pharmaceutical,Health,GlobalData,China,"1,131",$367,,www.tjpc.com.cn,86 22 66321536,86 22 24160899,"No. 19, Xinye 9th Street, West Area of Tianjin Economic-Technological Development Area",Tianjin City,Tianjin,China
Tianjin Zhongxin Pharmaceutical Group,Health,GlobalData,China,"4,430",$961,,www.zhongxinyaoye.com,86 22 27020892,86 22 23268913,"Zhong Xin Mansion, 17 Baidi Road",TIANJIN,Tianjin,China
TiGenix,Health,GlobalData,Belgium,89,,info@tigenix.com,www.tigenix.com,32 471 340123,,Romeinse straat 12-2,Leuven,,Belgium
Tikomed ,Health,JPM,,,,,,,,,,,
Titan Medical,Health,GlobalData,Canada,7,,info@titanmedicalinc.com,www.titanmedicalinc.com,1 416 5488522,,170 University Ave,TORONTO,Ontario,Canada
Tizona Therapeutics,Health,JPM,,,,,,,,,,,
Tocen,Health,GlobalData,United States of America,77,$18,,www.tocagen.com,1 858 4128400,,"Suite 230, 3030 Bunker Hill Street",San Diego,California,United States of America
Tollbridge Therapeutics ,Health,JPM,,,,,,,,,,,
Tonghua Dongbao Pharmaceutical,Health,GlobalData,China,"2,651",$407,,www.thdb.com,86 43 55088025,,,Tonghua,Jilin,China
Tonghuajinma Pharmaceutical Group,Health,GlobalData,China,"2,130",$317,,www.thjm.cn,86 435 3907298,86 435 3907298,"No. 999, Golden-horse Road",Tonghua,Jilin,China
Tonix Pharmaceuticals Holding,Health,GlobalData,United States of America,12,,investor.relations@tonixpharma.com,www.tonixpharma.com,1 212 9809155,1 212 9235700,"Suite 1608, 509 Madison Avenue",New York,New York,United States of America
Toolgen ,Health,JPM,,,,,,,,,,,
Torii Pharmaceutical,Health,GlobalData,Japan,"1,049",$564,,www.torii.co.jp,81 3 32316811,,"Torii Nihonbashi Building, 3-4-1, Nihonbashi-Honcho",Chuo-ku (Tokyo),Tokyo,Japan
Towa Pharmaceutical,Health,GlobalData,Japan,"2,449",$843,,www.towayakuhin.co.jp,81 6 69009100,81 6 69082138,2-11 Shinbashi-cho,Kadoma-shi,Osaka,Japan
Toyama Chemical Co. ,Health,JPM,,,,,,,,,,,
TRACON Pharmaceuticals,Health,GlobalData,United States of America,26,$3,info@traconpharma.com,www.traconpharma.com,1 858 5500780,1 858 5500786,"Ste 800, 4350 La Jolla Village Drive",San Diego,California,United States of America
TransCode Therapeutics ,Health,JPM,,,,,,,,,,,
Transgene,Health,GlobalData,France,146,$8,communication@transgene.fr,www.transgene.fr,33 3 88279100,33 3 88279111,"400 Boulevard Gonthier d'Andernach, Parc d'Innovation",Illkirch-Graffenstaden,Basse Normandie,France
Translate Bio,Health,GlobalData,United States of America,81,$1,,translate.bio,1 617 9457361,1 302 6555049,29 Hartwell Ave,LEXINGTON,Massachusetts,United States of America
Treos Bio,Health,JPM,,,,,,,,,,,
Trevena,Health,GlobalData,United States of America,29,$6,admin@trevena.com,www.trevena.com,1 610 3548840,,"Suite 200, 955 Chesterbrook Boulevard",King of Prussia,Pennsylvania,United States of America
Trevi Therapeutics,Health,GlobalData,United States of America,16,,info@trevitherapeutics.com,www.trevitherapeutics.com,1 203 3042499,,"14th Floor
 
 , 195 Church Street",New Haven,Connecticut,United States of America
Tricida,Health,GlobalData,United States of America,82,,info@tricida.com,www.tricida.com,1 415 4297800,,"Suite 201, 7000 Shoreline Court",South San Francisco,California,United States of America
Trillium Therapeutics,Health,GlobalData,Canada,28,,info@trilliumtherapeutics.com,www.trilliumtherapeutics.com,1 416 5950627,,2488 Dunwin Drive,Mississauga,Ontario,Canada
Trilogy Therapeutics,Health,JPM,,,,,,,,,,,
TrioxBio,Health,JPM,,,,,,,,,,,
TRPharm,Health,JPM,,,,,,,,,,,
Tsumura & Co,Health,GlobalData,Japan,"3,453","$1,063",,www.tsumura.co.jp,81 3 63617200,,"2-17-11, Akasaka",Minato-ku,Tokyo,Japan
TTY Biopharm,Health,GlobalData,Taiwan,,$134,info@tty.com.tw,www.tty.com.tw,886 2 26525999,886 2 26525982,"3F, No.3-1, Park Street, Nangang District",Taipei City,Taipei,Taiwan
Tula Ra HealthCare,Health,GlobalData,United States of America,952,$204,info@TRHC.com,www.tabularasahealthcare.com,1 866 6482767,,228 Strawbridge Drive,Moorestown,New Jersey,United States of America
TumorGen MDx ,Health,JPM,,,,,,,,,,,
Turgut Pharmaceuticals,Health,JPM,,,,,,,,,,,
TWi Pharmaceuticals,Health,GlobalData,Taiwan,215,$27,info.tw@twipharma.com,www.twipharma.com,886 2 26573350,886 2 26573391,"3rd Floor, No. 41, Lane 221, Gangqian Road",Taipei City,Taipei,Taiwan
Twist Bioscience,Health,GlobalData,United States of America,289,$25,,twistbioscience.com,1 408 4100105,1 302 5313150,"Suite 5, 455 Mission Bay Blvd",South San Francisco,California,United States of America
twoXAR,Health,JPM,,,,,,,,,,,
TxCell,Health,JPM,,,,,,,,,,,
Ube Industries,Health,GlobalData,Japan,"10,799","$6,275",,www.ube-ind.co.jp,81 354196110,81 83 6212252,"21F Seavance North Building, 1-2-1, Shibaura",Minato-ku,Tokyo,Japan
Ultrenyx Pharmaceutical,Health,GlobalData,United States of America,610,$51,info@ultragenyx.com,www.ultragenyx.com,1 415 4838800,1 415 4838810,60 Leveroni Court,Novato,California,United States of America
Umecrine Cognition ,Health,JPM,,,,,,,,,,,
UniQure,Health,GlobalData,Netherlands,212,$11,info@uniQure.com,www.uniqure.com,31 20 2406000,31 20 2406020,Paasheuvelweg 25a,Amsterdam,Noord-Holland,Netherlands
United BioPharma,Health,GlobalData,Taiwan,152,$0,,www.unitedbiopharma.com,886 3 5979288,886 3 5973155,45-1 Guangfu North Road,Hukou,,Taiwan
United Therapeutics,Health,GlobalData,United States of America,860,"$1,628",,www.unither.com,1 301 6089292,1 301 6089291,1040 Spring Street,Silver Spring,Maryland,United States of America
Unity Biotechnology,Health,GlobalData,United States of America,106,,info@unitybiotechnology.com,unitybiotechnology.com,1 650 4161192,,"Suite 100, 3280 Bayshore Boulevard",Brisbane,California,United States of America
Unum Therapeutics,Health,GlobalData,United States of America,56,$10,info@unumrx.com,www.unumrx.com,1 617 9455576,,"Suite 3100, 200 Cambridgepark Drive",Cambridge,Massachusetts,United States of America
UroGen Pharmaceuticals,Health,GlobalData,Israel,78,$1,info@urogen.com,www.urogen.com,972 9 7707600,972 77 4171410,9 Ha’Ta’asiya Street,Raanana,Sharon (Netanya),Israel
Urovant Sciences,Health,GlobalData,United States of America,,,info@urovant.com,urovant.com,1 949 2266029,,5151 California Ave Ste 250,IRVINE,California,United States of America
Vaccinex,Health,GlobalData,United States of America,44,$1,info@vaccinex.com,www.vaccinex.com,1 585 2712700,1 585 2712765,1895 Mount Hope Avenue,Rochester,New York,United States of America
Vala Sciences ,Health,JPM,,,,,,,,,,,
Valentech,Health,JPM,,,,,,,,,,,
Valiant Co,Health,GlobalData,China,"3,250",$398,,www.valiant-cn.com,86 535 6101017,86 535 6101018,No. 11 Wuzhishan Road,Yantai,Shandong,China
Valin Technologies ,Health,JPM,,,,,,,,,,,
Valneva,Health,GlobalData,France,456,$133,info@valneva.com,www.valneva.com,33 2 28073710,,Campus Bio-Ouest,Saint-Herblain,,France
Vanda Pharmaceuticals,Health,GlobalData,United States of America,270,$193,,www.vandapharma.com,1 202 7343400,1 202 2961450,"Suite 300E, 2200 Pennsylvania Avenue NW",Washington,WashingtonD.C.,United States of America
Vanguard Therapeutics ,Health,JPM,,,,,,,,,,,
Vapogenix ,Health,JPM,,,,,,,,,,,
Varian Medical Systems,Health,GlobalData,United States of America,"7,174","$2,919",,www.varian.com,1 650 4934000,,3100 Hansen Way,Palo Alto,California,United States of America
Varigen Biosciences Corporation,Health,JPM,,,,,,,,,,,
Vascular Biogenics,Health,GlobalData,Israel,37,$1,businessdev@vblrx.com,www.vblrx.com,972 8 9935000,972 8 9935001,6 Jonathan Netanyahu Street,Or Yehuda,Tel Aviv,Israel
Vaxart,Health,GlobalData,United States of America,34,$4,,www.vaxart.com,1 650 5503500,1 650 8718580,"Suite 405, 395 Oyster Point Blvd.",South San Francisco,California,United States of America
Vaxess Technologies ,Health,JPM,,,,,,,,,,,
VBI Vaccines,Health,GlobalData,United States of America,108,$3,info@vbivaccines.com,www.vbivaccines.com,1 617 8303031,,"Suite 2241, 222 Third Street",Cambridge,Massachusetts,United States of America
Vect-horus,Health,JPM,,,,,,,,,,,
Vector Vitale,Health,JPM,,,,,,,,,,,
Vectura Group,Health,GlobalData,United Kingdom,453,$214,info@vectura.com,www.vectura.com,44 1249 667700,44 1249 667701,One Prospect West,Chippenham,Wiltshire,United Kingdom
Veloxis Pharmaceuticals ,Health,JPM,,,,,,,,,,,
Ventria Bioscience,Health,JPM,,,,,,,,,,,
Veracyte,Health,GlobalData,United States of America,270,$92,info@veracyte.com,www.veracyte.com,1 650 2436300,1 650 2436301,"Suite 300, 6000 Shoreline Court",South San Francisco,California,United States of America
Verastem,Health,GlobalData,United States of America,169,$27,,www.verastem.com,1 781 2924200,,"Suite 500, 117 Kendrick Street",Needham,Massachusetts,United States of America
Vericel,Health,GlobalData,United States of America,216,$91,mail@vcel.com,www.vcel.com,1 617 5885555,1 617 5885554,64 Sidney Street,Cambridge,Massachusetts,United States of America
Verily,Health,JPM,,,,,,,,,,,
Vernalis,Health,GlobalData,United Kingdom,115,$27,,www.vernalis.com,44 118 9380000,44 118 9380001,"100 Berkshire Place, Wharfedale Road",Winnersh,Berkshire,United Kingdom
Verndari,Health,JPM,,,,,,,,,,,
Verona Pharma,Health,GlobalData,United Kingdom,14,,,www.veronapharma.com,44 20 32834200,44 20 78633314,3 More London Place,LONDON,,United Kingdom
Verrica Pharmaceuticals,Health,GlobalData,United States of America,16,,info@verrica.com,www.verrica.com,1 484 4533300,,"Suite 200, 10 North High Street",Charlottesville,Pennsylvania,United States of America
VersaPeutics ,Health,JPM,,,,,,,,,,,
Verseon,Health,GlobalData,United States of America,14,,info@verseon.com,www.verseon.com,1 510 2259000,1 510 2259001,47071 Bayside Parkway,Fremont,California,United States of America
Vesselon,Health,JPM,,,,,,,,,,,
ViaCyte ,Health,JPM,,,,,,,,,,,
Vibliome Therapeutics ,Health,JPM,,,,,,,,,,,
Vical,Health,GlobalData,United States of America,30,$2,info@vical.com,www.vical.com,1 858 6461100,1 302 6555049,10390 Pacific Center Court,San Diego,California,United States of America
Vical orporated,Health,JPM,,,,,,,,,,,
Vifor Pharma,Health,GlobalData,Switzerland,"2,700","$1,620",,www.viforpharma.com,41 58 8528111,41 58 8528112,Rechenstrasse 37,ST. GALLEN,,Switzerland
Viking Therapeutics,Health,GlobalData,United States of America,15,,info@vikingtherapeutics.com,www.vikingtherapeutics.com,1 858 7044660,,"Suite 250, 12340 El Camino Real",San Diego,California,United States of America
Viracta Therapeutics,Health,JPM,,,,,,,,,,,
Visionary Pharmaceuticals,Health,JPM,,,,,,,,,,,
Vistara Bioscience ,Health,JPM,,,,,,,,,,,
Visterra ,Health,JPM,,,,,,,,,,,
Vitae Pharmaceuticals,Health,GlobalData,United States of America,56,$1,contact@vitaepharma.com,vitaepharma.com,1 215 4612000,1 215 4612006,502 West Office Center Drive,Fort Washington,Pennsylvania,United States of America
Vitruvias Therapeutics ,Health,JPM,,,,,,,,,,,
Vivacelle Bio ,Health,JPM,,,,,,,,,,,
Vivelix Pharmaceuticals,Health,JPM,,,,,,,,,,,
Vivreon Biosciences ,Health,JPM,,,,,,,,,,,
VolitionRX,Health,GlobalData,Singapore,44,,info@volitionrx.com,www.volitionrx.com,65 6 466501351,65 6 3337235,"1 Scotts Road, #24-05 Shaw Centre",Singapore City,,Singapore
Voyer Therapeutics,Health,GlobalData,United States of America,123,$8,info@voyagertherapeutics.com,www.voyagertherapeutics.com,1 857 2595340,,75 Sidney Street,Cambridge,Massachusetts,United States of America
vTv Therapeutics,Health,GlobalData,United States of America,52,$12,IR@vtvtherapeutics.com,www.vtvtherapeutics.com,1 336 8410300,1 336 8410310,4170 Mendenhall Oaks Parkway,High Point,North Carolina,United States of America
W. R. Grace & Co,Health,GlobalData,United States of America,"3,900","$1,932",,www.grace.com,1 410 5314000,,7500 Grace Drive,Columbia,Maryland,United States of America
Wacker Chemie,Health,GlobalData,Germany,"14,744","$5,875",info@wacker.com,www.wacker.com,49 89 62790,49 89 62791770,Hanns-Seidel-Platz 4,Munich,Bayern,Germany
Wakamoto Pharmaceutical,Health,GlobalData,Japan,339,$98,,www.wakamoto-pharm.co.jp,81 3 32790371,81 3 32796450,"2-2-2, Nihonbashi Honcho",Tokyo City,Tokyo,Japan
Walvax Biotechnology,Health,GlobalData,China,"1,089",$133,,www.walvax.com,86 871 68312659,86 871 68312567,"19th Floor, Building 9A, Dingyi Tiancheng Residential Quarter, Keyuan Road No. 99",Kunming,Yunnan,China
WAVE Life Sciences,Health,GlobalData,Singapore,250,$14,info@wavelifesci.com,www.wavelifesciences.com,65 62363388,,"No. 12-00, 7 Straits View, Marina One East Tower",Cambridge,,Singapore
Wellesley Pharmaceuticals ,Health,JPM,,,,,,,,,,,
West Pharmaceutical Services,Health,GlobalData,United States of America,"7,600","$1,717",webmaster@westpharma.com,www.westpharma.com,1 610 5942900,1 800 3459800,530 HERMAN O WEST DR,EXTON,Pennsylvania,United States of America
WEX Pharmaceuticals ,Health,JPM,,,,,,,,,,,
Willow Biopharma ,Health,JPM,,,,,,,,,,,
Wilson Therapeutics,Health,GlobalData,Sweden,16,,info@wilsontherapeutics.com,www.wilsontherapeutics.com,46 8 7960000,,Kungsgatan 3,STOCKHOLM,,Sweden
Windtree Therapeutics,Health,GlobalData,United States of America,49,$2,,www.windtreetx.com,1 215 4889300,1 215 4889301,"Suite 100, 2600 Kelly Road",Warrington,Pennsylvania,United States of America
WinSanTor,Health,JPM,,,,,,,,,,,
Wockhardt Pharma ,Health,JPM,,,,,,,,,,,
Wright Medical Group,Health,GlobalData,Netherlands,"2,894",$836,,www.wright.com,31 20 5214777,,Prins Bernhardplein 200,Amsterdam,Noord-Holland,Netherlands
WuXi AppTec,Health,GlobalData,China,"17,730","$2,907",info@wuxiapptec.com,www.wuxiapptec.com.cn,86 21 50461111,86 21 50461000,"No. 288 , Fute Middle Road, Waigaoqiao Free Trade Zone",Shanghai City,Shanghai,China
X-Chem ,Health,JPM,,,,,,,,,,,
XBiotech,Health,GlobalData,United States of America,56,,info@xbiotech.com,www.xbiotech.com,1 512 3862900,1 512 3865505,"Suite 100, Building 4, 8201 East Riverside Drive",Austin,Texas,United States of America
Xbrane Biopharma,Health,JPM,,,,,,,,,,,
Xencor,Health,GlobalData,United States of America,156,$41,info@xencor.com,www.xencor.com,1 626 3055900,,"2nd Floor, 111 West Lemon Avenue",Monrovia,California,United States of America
Xenikos,Health,JPM,,,,,,,,,,,
Xenon Pharmaceuticals,Health,GlobalData,Canada,89,,info@xenon-pharma.com,www.xenon-pharma.com,1 604 4843300,1 604 4843450,3650 Gilmore Way,Burnaby,British Columbia,Canada
XERIS Pharmaceuticals,Health,GlobalData,United States of America,90,$2,info@xerispharma.com,www.xerispharma.com,1 844 4455704,,"Suite 1810, 180 North LaSalle Street",Chicago,Illinois,United States of America
Ximbio,Health,GlobalData,,,,,,,,,,,
Xizang Haisco Pharmaceutical Group Co. ,Health,JPM,,,,,,,,,,,
XL-protein,Health,JPM,,,,,,,,,,,
Xomix ,Health,GlobalData,,,,,,,,,,,
XTuit Pharmaceuticals,Health,JPM,,,,,,,,,,,
Y-ms Therapeutics,Health,GlobalData,United States of America,32,,info@ymabs.com,www.ymabs.com,1 646 8858505,,"Suite 3350, 230 Park Avenue",New York,New York,United States of America
Yakult Honsha,Health,GlobalData,Japan,"25,993","$3,622",,www.yakult.co.jp,81 3 35748960,,"1-19, Higashi Shinbashi, 1-chome",Minato-ku,Tokyo,Japan
Yandex,Health,GlobalData,,,,,,,,,,,
Yao Pharmaceutical Group,Health,GlobalData,China,"5,742",$379,,www.yabao.com.cn,86 359 3388114,86 359 3388002,"11th Floor, Building 2, 11 Tianhua North Street, Beijing Economic and Technological Development Zone",Beijing,Beijing,China
Yeda Res & Development,Health,GlobalData,,,,,,,,,,,
Yifan Pharmaceutical,Health,GlobalData,China,"4,230",$700,yfxflilei@163.com,www.xinfupharm.com,86 571 63759205,,"No. 50, Qinshan, Jincheng Street, LinAn City",Hangzhou,Zhejiang,China
Yuhan,Health,GlobalData,South Korea,"1,594","$1,382",,eng.yuhan.co.kr,82 2 8280181,82 2 8280300,"74, Noryangjin-ro, Dongjak-gu",Dongjak-Gu,,South Korea
Yungjin Pharm,Health,GlobalData,South Korea,616,$170,,eng.yungjin.co.kr,82 2 20418200,82 2 20418202,"13, Olympic-ro 35da-gil",Seoul City,,South Korea
YungShin Global Holding,Health,GlobalData,Taiwan,"1,574",$249,ysh@yungshingroup.com,www.yungshingroup.com,886 4 22582382,886 4 22583305,"25th Floor-1, 402 Shizheng Road",Taichung City,Taizhong,Taiwan
Yunnan Baiyao Group,Health,GlobalData,China,"8,068","$4,038",ynby@yunnanbaiyao.com.cn,www.yunnanbaiyao.com.cn,86 871 66324159,86 871 66324169,222 Er' huan Xi Road,Kunming,Yunnan,China
Zafgen,Health,GlobalData,United States of America,38,,info@zafgen.com,www.zafgen.com,1 617 6224003,1 302 6555049,"4th Floor, 175 Portland Street",Boston,Massachusetts,United States of America
Zai L,Health,GlobalData,China,88,$0,info@zailaboratory.com,www.zailaboratory.com,86 21 61632588,86 21 61632570,"4th Floor, 4560 Jinke Road, Bldg 1",Pudong,Shanghai,China
Zai Lab,Health,JPM,,,,,,,,,,,
Zealand Pharma,Health,GlobalData,Denmark,149,$6,info@zealandpharma.com,www.zealandpharma.com,45 88 773600,45 88 773898,Smedeland 36,Glostrup,,Denmark
Zeria Pharmaceutical,Health,GlobalData,Japan,"1,753",$582,,www.zeria.co.jp,81 3 36632351,81 3 36632352,"10-11, Kobuna-cho, Nihonbashi, Chuo-ku",Tokyo,Tokyo,Japan
Zhangzhou Pientzehuang Pharmaceutical,Health,GlobalData,China,"2,233",$721,pzh@zzpzh.com,www.zzpzh.com,86 596 2301158,86 596 2302993,Shang Street,Zhangzhou,Fujian,China
Zhejiang Conba Pharmaceutical,Health,GlobalData,China,"9,334",$783,info@conbagroup.com,www.conbagroup.com,86 571 87774710,86 571 87774709,"NO.568, , Binkang Road, Binjiang Science and Technology Economic Park, High-tech Development Zone",Hangzhou city,Zhejiang,China
Zhejiang Hisoar Pharmaceutical,Health,GlobalData,China,"3,177",$411,,www.hisoar.com,86 576 89088179,86 576 89088258,"No. 100 , Waisha Zhi Road",Taizhou,Zhejiang,China
Zhejiang Hisun Pharmaceutical,Health,GlobalData,China,"9,871","$1,564",hisuncsc@hisunpharm.com,www.hisunpharm.com,,86 576 88827887,Sha Road 46,Taizhou,Zhejiang,China
Zhejiang Huahai Pharmaceutical,Health,GlobalData,China,"6,214",$740,,en.huahaipharm.com,86 576 85016116,86 576 85991062,Xunqiao,Linhai,Zhejiang,China
